0,0.5009
1,0.5016
2,0.5037
3,0.5004
4,0.5295
5,0.5657
6,0.5604
7,0.5762
8,0.5881
9,0.5782
10,0.5923
11,0.6067
12,0.6056
13,0.6047
14,0.6049
15,0.6109
16,0.604
17,0.6091
18,0.6095
19,0.6051
20,0.6212
21,0.6244
22,0.6167
23,0.6257
24,0.6281
25,0.6342
26,0.629
27,0.6339
28,0.6346
29,0.6381
30,0.6385
31,0.6356
32,0.6362
33,0.6389
34,0.6398
35,0.6388
36,0.642
37,0.6447
38,0.6384
39,0.6413
40,0.6486
41,0.6423
42,0.6522
43,0.6504
44,0.6465
45,0.6455
46,0.651
47,0.6542
48,0.6542
49,0.6571
50,0.6543
51,0.6536
52,0.659
53,0.6595
54,0.6548
55,0.6609
56,0.6583
57,0.6623
58,0.6714
59,0.6665
0,0.6573
1,0.6586
2,0.6613
3,0.6631
4,0.6611
5,0.6636
6,0.6623
7,0.6692
8,0.6655
9,0.6731
10,0.6683
11,0.6733
12,0.6751
13,0.6848
14,0.6769
15,0.6789
16,0.6823
17,0.6851
18,0.687
19,0.6878
20,0.7002
21,0.7057
22,0.7083
23,0.7078
24,0.7118
25,0.7142
26,0.7169
27,0.7229
28,0.7197
29,0.7245
30,0.7167
31,0.7179
32,0.7261
33,0.7245
34,0.7286
35,0.7298
36,0.728
37,0.736
38,0.736
39,0.7365
40,0.7449
41,0.7493
42,0.7386
43,0.7487
44,0.7438
45,0.7564
46,0.7507
47,0.7532
48,0.7581
49,0.7566
50,0.7685
51,0.7746
52,0.787
53,0.7946
54,0.7903
55,0.7998
56,0.8001
57,0.804
58,0.804
59,0.8021
60,0.8045
61,0.8007
62,0.8078
63,0.8118
64,0.8126
65,0.8161
66,0.8184
67,0.8199
68,0.8218
69,0.8214
70,0.8337
71,0.8429
72,0.841
73,0.8442
74,0.8482
75,0.8488
76,0.8569
77,0.8609
78,0.8549
79,0.8604
80,0.8626
81,0.8503
82,0.8604
83,0.8616
84,0.8587
85,0.8658
86,0.8686
87,0.8661
88,0.8707
89,0.87
90,0.8672
91,0.8773
92,0.8743
93,0.8741
94,0.8739
95,0.8817
96,0.8701
97,0.8806
98,0.875
99,0.8819
0,0.8053
1,0.8011
2,0.7967
3,0.8117
4,0.8075
5,0.8083
6,0.8098
7,0.8121
8,0.8127
9,0.8139
10,0.8226
11,0.8156
12,0.8217
13,0.8259
14,0.8229
15,0.8224
16,0.8305
17,0.8307
18,0.8334
19,0.832
20,0.8601
21,0.8678
22,0.8713
23,0.8757
24,0.8787
25,0.8833
26,0.8811
27,0.884
28,0.8839
29,0.8908
30,0.8785
31,0.8894
32,0.8939
33,0.8913
34,0.8923
35,0.8935
36,0.8971
37,0.8953
38,0.8944
39,0.8917
40,0.8975
41,0.8974
42,0.8985
43,0.9002
44,0.8978
45,0.9005
46,0.9093
47,0.8981
48,0.9055
49,0.9058
50,0.9205
51,0.9318
52,0.9309
53,0.9304
54,0.9376
55,0.9352
56,0.936
57,0.9388
58,0.9379
59,0.9376
60,0.9405
61,0.9441
62,0.9427
63,0.9401
64,0.9424
65,0.9412
66,0.9431
67,0.9418
68,0.944
69,0.9435
70,0.9525
71,0.9551
72,0.9553
73,0.9589
74,0.9539
75,0.9593
76,0.9602
77,0.9617
78,0.9588
79,0.9635
80,0.9613
81,0.9637
82,0.9622
83,0.9616
84,0.963
85,0.9651
86,0.9638
87,0.966
88,0.9628
89,0.9617
90,0.9621
91,0.9669
92,0.9635
93,0.9675
94,0.9679
95,0.9651
96,0.9639
97,0.9661
98,0.9665
99,0.9665
0,0.9624
1,0.9617
2,0.9636
3,0.9608
4,0.961
5,0.964
6,0.962
7,0.963
8,0.9618
9,0.9625
10,0.9631
11,0.9639
12,0.9615
13,0.9612
14,0.9628
15,0.961
16,0.9654
17,0.9677
18,0.9593
19,0.9633
20,0.97
21,0.9712
