0,0.7532767579791251
1,0.7636040051758693
2,0.7460762583526204
3,0.7517419576052216
4,0.7558646926521432
5,0.7513745851752979
6,0.7476682055489564
7,0.744051628072152
8,0.7304221109219824
9,0.7447986186796635
10,0.7025099700795565
11,0.7226256515758236
12,0.7231889559683733
13,0.7510521138201426
14,0.7464966956890886
15,0.674234538723095
16,0.645101905030145
17,0.6544699019931995
18,0.6539106795165379
19,0.6509145532547156
20,0.642036386198226
21,0.6518982949837335
22,0.6577272708718565
23,0.6610213769935057
24,0.6629806966197654
25,0.6675810158255879
26,0.6762469232558994
27,0.6757203561063421
28,0.6736630704987693
29,0.6735936779286726
